Serial Number of system during year,Basin of origin,Date(DD-MM-YYYY),Time (UTC),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,Grade (text),Year
2,LAND,23-07-1986 00:00,300,1.5,999,25,D,1986
2,LAND,23-07-1986 00:00,300,1.5,999,25,D,1986
3,LAND,08-08-1986 00:00,300,1.5,999,25,D,1986
3,LAND,08-08-1986 00:00,1200,1.5,999,25,D,1986
3,LAND,09-08-1986 00:00,300,1.5,999,25,D,1986
3,LAND,09-08-1986 00:00,600,1.5,999,25,D,1986
3,LAND,09-08-1986 00:00,1200,1.5,999,25,D,1986
3,LAND,10-08-1986 00:00,300,1.5,999,25,D,1986
3,LAND,10-08-1986 00:00,1200,1.5,999,25,D,1986
3,LAND,10-08-1986 00:00,1200,1.5,999,25,D,1986
3,LAND,10-08-1986 00:00,1200,1.5,999,25,D,1986
4,BOB,10-08-1986 00:00,1200,1.5,999,25,D,1986
4,BOB,11-08-1986 00:00,300,1.5,999,25,D,1986
4,BOB,11-08-1986 00:00,1200,1.5,999,25,D,1986
4,BOB,12-08-1986 00:00,300,1.5,999,25,D,1986
4,BOB,12-08-1986 00:00,1200,2,999,30,DD,1986
4,BOB,13-08-1986 00:00,300,2,999,30,DD,1986
4,BOB,13-08-1986 00:00,1200,1.5,999,25,D,1986
4,BOB,14-08-1986 00:00,300,1.5,999,25,D,1986
4,BOB,14-08-1986 00:00,1200,1.5,999,25,D,1986
4,BOB,14-08-1986 00:00,1200,1.5,999,25,D,1986
5,BOB,19-08-1986 00:00,300,1.5,999,25,D,1986
5,BOB,19-08-1986 00:00,1200,1.5,999,25,D,1986
5,BOB,20-08-1986 00:00,300,1.5,999,25,D,1986
5,BOB,20-08-1986 00:00,1200,1.5,999,25,D,1986
5,BOB,20-08-1986 00:00,1200,1.5,999,25,D,1986
6,BOB,24-09-1986 00:00,300,1.5,999,25,D,1986
6,BOB,25-09-1986 00:00,300,1.5,999,25,D,1986
6,BOB,25-09-1986 00:00,1200,1.5,999,25,D,1986
6,BOB,26-09-1986 00:00,300,1.5,999,25,D,1986
6,BOB,26-09-1986 00:00,1200,1.5,999,25,D,1986
6,BOB,26-09-1986 00:00,1200,1.5,999,25,D,1986
7,BOB,07-11-1986 00:00,300,1.5,999,25,D,1986
7,BOB,07-11-1986 00:00,1200,1.5,999,25,D,1986
7,BOB,08-11-1986 00:00,300,1.5,999,25,D,1986
7,BOB,08-11-1986 00:00,1200,2,999,30,DD,1986
7,BOB,09-11-1986 00:00,300,3,999,45,CS,1986
7,BOB,09-11-1986 00:00,1200,1.5,999,25,D,1986
7,BOB,09-11-1986 00:00,1200,1.5,999,25,D,1986
8,ARB,09-11-1986 00:00,300,2,999,30,DD,1986
8,ARB,09-11-1986 00:00,1200,2,999,30,DD,1986
8,ARB,10-11-1986 00:00,300,2,999,30,DD,1986
8,ARB,10-11-1986 00:00,1200,1.5,999,25,D,1986
1,BOB,30-01-1987 00:00,300,1.5,999,25,D,1987
1,BOB,30-01-1987 00:00,1200,1.5,998,25,D,1987
1,BOB,31-01-1987 00:00,0,2,996,30,DD,1987
1,BOB,31-01-1987 00:00,300,2,994,30,DD,1987
1,BOB,31-01-1987 00:00,600,2.5,992,35,CS,1987
1,BOB,31-01-1987 00:00,1200,3,988,45,CS,1987
1,BOB,01-02-1987 00:00,0,3.5,986,50,SCS,1987
1,BOB,01-02-1987 00:00,300,3.5,984,55,SCS,1987
1,BOB,01-02-1987 00:00,600,4,978,65,VSCS,1987
1,BOB,01-02-1987 00:00,1200,4,974,70,VSCS,1987
1,BOB,02-02-1987 00:00,0,4,970,75,VSCS,1987
1,BOB,02-02-1987 00:00,3000,4,970,75,VSCS,1987
1,BOB,02-02-1987 00:00,600,4,970,75,VSCS,1987
1,BOB,02-02-1987 00:00,1200,4,974,70,VSCS,1987
1,BOB,02-02-1987 00:00,1800,3.5,980,60,SCS,1987
1,BOB,03-02-1987 00:00,0,3,986,50,SCS,1987
1,BOB,03-02-1987 00:00,300,2.5,992,40,CS,1987
1,BOB,03-02-1987 00:00,1200,2,994,30,DD,1987
1,BOB,04-02-1987 00:00,0,2,996,30,DD,1987
1,BOB,04-02-1987 00:00,300,1.5,997,25,D,1987
1,BOB,04-02-1987 00:00,600,1.5,998,25,D,1987
1,BOB,04-02-1987 00:00,1200,1.5,998,25,D,1987
1,BOB,04-02-1987 00:00,1200,1.5,998,25,D,1987
1,BOB,04-02-1987 00:00,1200,1.5,998,25,D,1987
2,BOB,01-06-1987 00:00,300,1.5,990,25,D,1987
2,BOB,01-06-1987 00:00,1200,1.5,988,25,D,1987
2,BOB,02-06-1987 00:00,300,1.5,988,25,D,1987
2,BOB,02-06-1987 00:00,600,1.5,988,30,D,1987
2,BOB,02-06-1987 00:00,1200,2,987,30,DD,1987
2,BOB,03-06-1987 00:00,300,2,987,30,DD,1987
2,BOB,03-06-1987 00:00,1200,2,986,30,DD,1987
2,BOB,04-06-1987 00:00,0,2.5,984,35,CS,1987
2,BOB,04-06-1987 00:00,300,2.5,984,35,CS,1987
2,BOB,04-06-1987 00:00,600,2.5,984,40,CS,1987
2,BOB,04-06-1987 00:00,1200,3,980,45,CS,1987
2,BOB,05-06-1987 00:00,300,2,986,30,DD,1987
2,BOB,05-06-1987 00:00,600,1.5,988,25,D,1987
2,BOB,05-06-1987 00:00,600,1.5,988,25,D,1987
3,BOB,26-08-1987 00:00,300,1.5,990,25,D,1987
3,BOB,26-08-1987 00:00,1200,1.5,990,25,D,1987
3,BOB,27-08-1987 00:00,300,1.5,990,25,D,1987
3,BOB,27-08-1987 00:00,1200,1.5,990,25,D,1987
3,BOB,28-08-1987 00:00,300,1.5,990,25,D,1987
3,BOB,28-08-1987 00:00,1200,1.5,990,25,D,1987
3,BOB,29-08-1987 00:00,300,1.5,990,25,D,1987
3,BOB,29-08-1987 00:00,1200,1.5,990,25,D,1987
3,BOB,29-08-1987 00:00,1200,1.5,990,25,D,1987
4,BOB,11-09-1987 00:00,1200,1.5,993,25,D,1987
4,BOB,12-09-1987 00:00,300,1.5,993,25,D,1987
4,BOB,12-09-1987 00:00,1200,1.5,993,25,D,1987
4,BOB,12-09-1987 00:00,1200,1.5,993,25,D,1987
4,BOB,12-09-1987 00:00,1200,1.5,993,25,D,1987
5,BOB,15-09-1987 00:00,300,1.5,997,25,D,1987
5,BOB,15-09-1987 00:00,1200,1.5,997,25,D,1987
5,BOB,16-09-1987 00:00,300,1.5,997,25,D,1987
5,BOB,16-09-1987 00:00,1200,1.5,998,25,D,1987
5,BOB,16-09-1987 00:00,1200,1.5,998,25,D,1987
6,BOB,14-10-1987 00:00,300,1.5,1000,25,D,1987
6,BOB,14-10-1987 00:00,1200,2,998,30,DD,1987
6,BOB,15-10-1987 00:00,300,2.5,996,35,CS,1987
6,BOB,15-10-1987 00:00,1200,3,994,45,CS,1987
6,BOB,16-10-1987 00:00,0,2.5,994,40,CS,1987
6,BOB,16-10-1987 00:00,300,2,996,30,DD,1987
6,BOB,16-10-1987 00:00,1200,1.5,997,25,D,1987
6,BOB,17-10-1987 00:00,300,1.5,998,25,D,1987
6,BOB,17-10-1987 00:00,1200,1.5,998,25,D,1987
6,BOB,18-10-1987 00:00,300,1.5,998,20,D,1987
6,BOB,18-10-1987 00:00,1200,1.5,998,20,D,1987
6,BOB,19-10-1987 00:00,300,1.5,998,20,D,1987
6,BOB,19-10-1987 00:00,1200,1.5,998,20,D,1987
7,BOB,31-10-1987 00:00,300,1.5,997,25,D,1987
7,BOB,31-10-1987 00:00,600,2,995,30,DD,1987
7,BOB,31-10-1987 00:00,1200,2.5,993,35,CS,1987
7,BOB,31-10-1987 00:00,1800,2.5,993,35,CS,1987
7,BOB,01-11-1987 00:00,0,2.5,992,40,CS,1987
7,BOB,01-11-1987 00:00,300,2.5,990,40,CS,1987
7,BOB,01-11-1987 00:00,1200,3,988,45,CS,1987
7,BOB,01-11-1987 00:00,1800,3.5,988,45,CS,1987
7,BOB,02-11-1987 00:00,0,3.5,986,50,SCS,1987
7,BOB,02-11-1987 00:00,300,3.5,984,55,SCS,1987
7,BOB,02-11-1987 00:00,600,3.5,984,55,SCS,1987
7,BOB,02-11-1987 00:00,1200,3.5,984,55,SCS,1987
7,BOB,02-11-1987 00:00,1800,3.5,984,55,SCS,1987
7,BOB,03-11-1987 00:00,0,3,986,50,SCS,1987
7,BOB,03-11-1987 00:00,300,3,988,45,CS,1987
7,BOB,03-11-1987 00:00,600,2.5,992,35,CS,1987
7,BOB,03-11-1987 00:00,1200,1.5,996,25,D,1987
7,BOB,03-11-1987 00:00,1200,1.5,996,25,D,1987
8,BOB,11-11-1987 00:00,600,1.5,1002,25,D,1987
8,BOB,11-11-1987 00:00,1200,1.5,1002,25,D,1987
8,BOB,11-11-1987 00:00,1800,2,1000,30,DD,1987
8,BOB,12-11-1987 00:00,0,2,1000,30,DD,1987
8,BOB,12-11-1987 00:00,300,2.5,997,35,CS,1987
8,BOB,12-11-1987 00:00,600,3,994,45,CS,1987
8,BOB,12-11-1987 00:00,1200,3.5,990,55,SCS,1987
8,BOB,12-11-1987 00:00,1800,3.5,992,50,SCS,1987
8,BOB,13-11-1987 00:00,0,3,994,45,CS,1987
8,BOB,13-11-1987 00:00,300,2,998,30,DD,1987
8,BOB,13-11-1987 00:00,600,1.5,1000,25,D,1987
8,BOB,13-11-1987 00:00,600,1.5,1000,25,D,1987
9,BOB,19-12-1987 00:00,1200,1.5,1000,25,D,1987
9,BOB,19-12-1987 00:00,1800,1.5,1000,25,D,1987
9,BOB,20-12-1987 00:00,0,1.5,1000,25,D,1987
9,BOB,20-12-1987 00:00,300,1.5,1000,25,D,1987
9,BOB,20-12-1987 00:00,1200,1.5,1000,25,D,1987
9,BOB,20-12-1987 00:00,1800,1.5,1000,25,D,1987
9,BOB,21-12-1987 00:00,0,1.5,1000,25,D,1987
9,BOB,21-12-1987 00:00,300,2,1000,30,DD,1987
9,BOB,21-12-1987 00:00,600,2,1000,30,DD,1987
9,BOB,21-12-1987 00:00,1200,2,1000,30,DD,1987
9,BOB,21-12-1987 00:00,1800,2,1000,30,DD,1987
9,BOB,22-12-1987 00:00,0,2,1000,30,DD,1987
9,BOB,22-12-1987 00:00,300,1.5,1000,25,D,1987
9,BOB,22-12-1987 00:00,600,1.5,1000,25,D,1987
9,BOB,22-12-1987 00:00,1200,1.5,1000,25,D,1987
9,BOB,22-12-1987 00:00,1800,1.5,1000,25,D,1987
1,BOB,08-06-1988 00:00,1200,1.5,1000,25,D,1988
1,BOB,09-06-1988 00:00,300,2,1000,30,DD,1988
1,BOB,09-06-1988 00:00,1200,2,1000,30,DD,1988
1,BOB,10-06-1988 00:00,300,1.5,1000,25,D,1988
1,BOB,10-06-1988 00:00,300,1.5,1000,25,D,1988
2,ARB,09-06-1988 00:00,300,1.5,1000,25,D,1988
2,ARB,09-06-1988 00:00,1200,2,1000,30,DD,1988
2,ARB,10-06-1988 00:00,300,2,1000,30,DD,1988
2,ARB,10-06-1988 00:00,1200,2,1000,30,DD,1988
2,ARB,11-06-1988 00:00,300,2,1000,30,DD,1988
2,ARB,11-06-1988 00:00,1200,2,1000,30,DD,1988
2,ARB,12-06-1988 00:00,300,2,1000,30,DD,1988
2,ARB,12-06-1989 00:00,1200,2,1000,30,DD,1988
2,ARB,13-06-1988 00:00,0,1.5,1000,25,D,1988
2,ARB,13-06-1988 00:00,0,1.5,1000,25,D,1988
2,ARB,13-06-1988 00:00,0,1.5,1000,25,D,1988
3,BOB,17-07-1988 00:00,300,1.5,1000,25,D,1988
3,BOB,17-07-1988 00:00,1200,1.5,1000,25,D,1988
3,BOB,18-07-1988 00:00,300,1.5,1000,25,D,1988
3,BOB,18-07-1988 00:00,1200,1.5,1000,25,D,1988
3,BOB,18-07-1988 00:00,1200,1.5,1000,25,D,1988
3,BOB,18-07-1988 00:00,1200,1.5,1000,25,D,1988
4,BOB,02-08-1988 00:00,0,1.5,1000,25,D,1988
4,BOB,02-08-1988 00:00,300,1.5,1000,25,D,1988
4,BOB,02-08-1988 00:00,1200,1.5,1000,25,D,1988
4,BOB,03-08-1988 00:00,300,1.5,1000,25,D,1988
4,BOB,03-08-1988 00:00,1200,1.5,1000,25,D,1988
4,BOB,04-08-1988 00:00,300,1.5,1000,25,D,1988
4,BOB,04-08-1988 00:00,1200,1.5,1000,25,D,1988
4,BOB,05-08-1988 00:00,300,2,1000,30,DD,1988
4,BOB,05-08-1988 00:00,1200,2,1000,30,DD,1988
4,BOB,06-08-1988 00:00,300,1.5,1000,25,D,1988
4,BOB,06-08-1988 00:00,300,1.5,1000,25,D,1988
4,BOB,06-08-1988 00:00,300,1.5,1000,25,D,1988
5,BOB,01-10-1988 00:00,300,2,1000,30,DD,1988
5,BOB,01-10-1988 00:00,1200,1.5,1000,25,D,1988
5,BOB,02-10-1988 00:00,300,1.5,1000,25,D,1988
5,BOB,02-10-1988 00:00,1200,1.5,1000,25,D,1988
5,BOB,03-10-1988 00:00,300,1.5,1000,25,D,1988
5,BOB,03-10-1988 00:00,300,1.5,1000,25,D,1988
5,BOB,03-10-1988 00:00,300,1.5,1000,25,D,1988
6,BOB,18-10-1988 00:00,1800,1.5,1000,25,D,1988
6,BOB,19-10-1988 00:00,0,4,1000,55,CS,1988
6,BOB,19-10-1988 00:00,1200,2,1000,30,DD,1988
6,BOB,20-10-1988 00:00,300,1.5,1000,25,D,1988
6,BOB,20-10-1988 00:00,300,1.5,1000,25,D,1988
6,BOB,20-10-1988 00:00,300,1.5,1000,25,D,1988
7,BOB,15-11-1988 00:00,300,1.5,1000,25,D,1988
7,BOB,15-11-1988 00:00,1200,2,1000,30,DD,1988
7,BOB,16-11-1988 00:00,300,2,1000,30,DD,1988
7,BOB,16-11-1988 00:00,1200,4,1000,55,CS,1988
7,BOB,17-11-1988 00:00,600,5.5,1000,110,SCS,1988
7,BOB,17-11-1988 00:00,1800,4,1000,55,CS,1988
7,BOB,18-11-1988 00:00,300,4,1000,55,CS,1988
7,BOB,18-11-1988 00:00,1200,2,1000,30,DD,1988
7,BOB,18-11-1988 00:00,1200,2,1000,30,DD,1988
7,BOB,18-11-1988 00:00,1200,2,1000,30,DD,1988
8,BOB,23-11-1988 00:00,1200,1.5,1000,25,D,1988
8,BOB,24-11-1988 00:00,300,1.5,1000,25,D,1988
8,BOB,24-11-1988 00:00,1200,2,1000,30,DD,1988
8,BOB,25-11-1988 00:00,300,4,1000,55,CS,1988
8,BOB,25-11-1988 00:00,600,5.5,1000,110,SCS,1988
8,BOB,25-11-1988 00:00,1200,5.5,1000,110,SCS,1988
8,BOB,26-11-1988 00:00,600,5.5,1000,110,SCS,1988
8,BOB,26-11-1988 00:00,1200,5.5,1000,110,SCS,1988
8,BOB,27-11-1988 00:00,300,5.5,1000,110,SCS,1988
8,BOB,28-11-1988 00:00,300,5.5,1000,110,SCS,1988
8,BOB,28-11-1988 00:00,900,5.5,1000,110,SCS,1988
8,BOB,29-11-1988 00:00,300,6,1000,115,SCS,1988
8,BOB,29-11-1988 00:00,2000,6,1000,115,SCS,1988
8,BOB,30-11-1988 00:00,0,4,1000,55,CS,1988
8,BOB,30-11-1988 00:00,0,4,1000,55,CS,1988
8,BOB,30-11-1988 00:00,0,4,1000,55,CS,1988
9,BOB,06-12-1988 00:00,1200,1.5,1000,25,D,1988
9,BOB,07-12-1988 00:00,300,1.5,1000,25,D,1988
9,BOB,07-12-1988 00:00,1200,1.5,1000,25,D,1988
9,BOB,08-12-1988 00:00,300,2,1000,30,DD,1988
9,BOB,08-12-1988 00:00,1200,1.5,1000,25,D,1988
1,BOB,23-05-1989 00:00,300,1.5,1000,25,D,1989
1,BOB,23-05-1989 00:00,1200,2,1000,30,DD,1989
1,BOB,24-05-1989 00:00,300,4,1000,55,CS,1989
1,BOB,24-05-1989 00:00,1200,4,1000,55,CS,1989
1,BOB,25-05-1989 00:00,300,4,1000,55,CS,1989
1,BOB,26-05-1989 00:00,300,6,1000,115,SCS,1989
1,BOB,26-05-1989 00:00,1200,6,1000,115,SCS,1989
1,BOB,27-05-1989 00:00,300,4,1000,55,CS,1989
1,BOB,27-05-1989 00:00,1200,1.5,1000,25,D,1989
1,BOB,27-05-1989 00:00,1200,1.5,1000,25,D,1989
2,ARB,09-06-1989 00:00,300,1.5,1000,25,D,1989
2,ARB,09-06-1989 00:00,1200,1.5,1000,25,D,1989
2,ARB,10-06-1989 00:00,300,2,1000,30,DD,1989
2,ARB,10-06-1989 00:00,1200,2,1000,30,DD,1989
2,ARB,11-06-1989 00:00,300,2,1000,30,DD,1989
2,ARB,11-06-1989 00:00,1200,2,1000,30,DD,1989
2,ARB,12-06-1989 00:00,300,2,1000,30,DD,1989
2,ARB,12-06-1989 00:00,1200,1.5,1000,25,D,1989
2,ARB,12-06-1989 00:00,1200,1.5,1000,25,D,1989
2,ARB,12-06-1989 00:00,1200,1.5,1000,25,D,1989
3,BOB,12-06-1989 00:00,300,1.5,1000,25,D,1989
3,BOB,12-06-1989 00:00,1200,1.5,1000,25,D,1989
3,BOB,13-06-1989 00:00,300,1.5,1000,25,D,1989
3,BOB,13-06-1989 00:00,1200,2,1000,30,DD,1989
3,BOB,14-06-1989 00:00,300,2,1000,30,DD,1989
3,BOB,14-06-1989 00:00,1200,1.5,1000,25,D,1989
3,BOB,14-06-1989 00:00,1200,1.5,1000,25,D,1989
4,BOB,20-06-1989 00:00,300,1.5,1000,25,D,1989
5,BOB,21-07-1989 00:00,1200,1.5,1000,25,D,1989
5,BOB,22-07-1989 00:00,300,2,1000,30,DD,1989
5,BOB,22-07-1989 00:00,1200,3.5,1000,45,CS,1989
5,BOB,23-07-1989 00:00,300,2,1000,30,DD,1989
5,BOB,23-07-1989 00:00,1200,2,1000,30,DD,1989
5,BOB,24-07-1989 00:00,300,2,1000,30,DD,1989
5,BOB,24-07-1989 00:00,1200,2,1000,30,DD,1989
5,BOB,25-07-1989 00:00,300,1.5,1000,25,D,1989
5,BOB,25-07-1989 00:00,1200,1.5,1000,25,D,1989
5,BOB,25-07-1989 00:00,1200,1.5,1000,25,D,1989
6,BOB,16-08-1989 00:00,300,1.5,1000,25,D,1989
6,BOB,16-08-1989 00:00,1200,1.5,1000,25,D,1989
6,BOB,17-08-1989 00:00,300,2,1000,30,DD,1989
6,BOB,17-08-1989 00:00,1200,1.5,1000,25,D,1989
6,BOB,17-08-1989 00:00,1200,1.5,1000,25,D,1989
7,BOB,17-10-1989 00:00,300,1.5,1000,25,D,1989
7,BOB,17-10-1989 00:00,1200,1.5,1000,25,D,1989
7,BOB,18-10-1989 00:00,300,1.5,1000,25,D,1989
7,BOB,18-10-1989 00:00,300,1.5,1000,25,D,1989
8,BOB,01-11-1989 00:00,300,1.5,1000,25,D,1989
8,BOB,01-11-1989 00:00,1200,1.5,1000,25,D,1989
8,BOB,02-11-1989 00:00,300,3.5,1000,45,CS,1989
8,BOB,02-11-1989 00:00,1200,4,1000,40,CS,1989
8,BOB,03-11-1989 00:00,300,4.5,1000,65,CS,1989
8,BOB,04-11-1989 00:00,300,5.5,1000,115,SCS,1989
8,BOB,04-11-1989 00:00,1200,5.5,1000,115,SCS,1989
8,BOB,05-11-1989 00:00,1200,5.5,1000,115,SCS,1989
8,BOB,06-11-1989 00:00,300,5.5,1000,110,SCS,1989
8,BOB,08-11-1989 00:00,300,6,1000,115,SCS,1989
8,BOB,08-11-1989 00:00,1200,6,1000,115,SCS,1989
8,BOB,09-11-1989 00:00,300,1.5,1000,25,D,1989
8,BOB,09-11-1989 00:00,300,1.5,1000,25,D,1989
9,BOB,11-11-1989 00:00,300,1.5,1000,25,D,1989
9,BOB,11-11-1989 00:00,300,1.5,1000,25,D,1989
10,BOB,16-11-1989 00:00,1200,1.5,1000,25,D,1989
10,BOB,17-11-1989 00:00,300,2,1000,30,DD,1989
10,BOB,17-11-1989 00:00,1200,2,1000,30,DD,1989
10,BOB,18-11-1989 00:00,300,2,1000,30,DD,1989
10,BOB,18-11-1989 00:00,1200,2,1000,30,DD,1989
10,BOB,19-11-1989 00:00,300,2,1000,30,DD,1989
10,BOB,19-11-1989 00:00,1200,2,1000,30,DD,1989
10,BOB,20-11-1989 00:00,300,2,1000,30,DD,1989
1,BOB,04-05-1990 00:00,600,1.5,1002,25,D,1990
1,BOB,04-05-1990 00:00,1200,1.5,1000,25,D,1990
1,BOB,04-05-1990 00:00,1800,1.5,1002,25,D,1990
1,BOB,05-05-1990 00:00,0,2,998,30,DD,1990
1,BOB,05-05-1990 00:00,600,2.5,999,35,CS,1990
1,BOB,05-05-1990 00:00,1200,3,994,45,CS,1990
1,BOB,05-05-1990 00:00,1800,3.5,991,55,SCS,1990
1,BOB,06-05-1990 00:00,0,3.5,991,55,SCS,1990
1,BOB,06-05-1990 00:00,600,4.5,976,77,VSCS,1990
1,BOB,06-05-1990 00:00,1200,4.5,976,77,VSCS,1990
1,BOB,06-05-1990 00:00,1800,4.5,976,77,VSCS,1990
1,BOB,07-05-1990 00:00,0,5,964,90,SuCS,1990
1,BOB,07-05-1990 00:00,600,6,940,115,SuCS,1990
1,BOB,07-05-1990 00:00,1200,6,938,115,SuCS,1990
1,BOB,07-05-1990 00:00,1800,5.5,950,102,SuCS,1990
1,BOB,08-05-1990 00:00,0,6.5,924,127,SuCS,1990
1,BOB,08-05-1990 00:00,600,6.5,924,127,SuCS,1990
1,BOB,08-05-1990 00:00,1200,6.5,920,127,SuCS,1990
1,BOB,08-05-1990 00:00,1800,5.5,950,102,SuCS,1990
1,BOB,09-05-1990 00:00,0,5,960,90,SuCS,1990
1,BOB,09-05-1990 00:00,600,5,960,90,SuCS,1990
1,BOB,09-05-1990 00:00,1200,5,956,90,SuCS,1990
1,BOB,09-05-1990 00:00,1800,5,977.4003656,65,VSCS,1990
1,BOB,10-05-1990 00:00,0,5,977.4003656,40,VSCS,1990
1,BOB,10-05-1990 00:00,600,5,988.6627119,27,SCS,1990
1,BOB,10-05-1990 00:00,1200,5,998.2494324,16,D,1990
1,BOB,10-05-1990 00:00,1200,5,998.2494324,16,D,1990
1,BOB,10-05-1990 00:00,1200,5,998.2494324,16,D,1990
1,BOB,10-05-1990 00:00,1200,5,998.2494324,16,D,1990
1,BOB,10-05-1990 00:00,1200,5,998.2494324,16,D,1990
2,BOB,13-06-1990 00:00,1200,1.5,991,27,D,1990
2,BOB,13-06-1990 00:00,1800,1.5,994,27,D,1990
2,BOB,14-06-1990 00:00,0,1.5,992,27,D,1990
2,BOB,14-06-1990 00:00,600,1.5,991,27,D,1990
2,BOB,14-06-1990 00:00,1200,2,990,33,DD,1990
2,BOB,14-06-1990 00:00,1800,1.5,995,27,D,1990
2,BOB,15-06-1990 00:00,0,1.5,995,27,D,1990
2,BOB,15-06-1990 00:00,600,1.5,997,27,D,1990
2,BOB,15-06-1990 00:00,1200,1.5,997,27,D,1990
2,BOB,15-06-1990 00:00,1200,1.5,997,27,D,1990
2,BOB,15-06-1990 00:00,1200,1.5,997,27,D,1990
3,BOB,14-08-1990 00:00,1200,1.5,994,27,D,1990
3,BOB,14-08-1990 00:00,1800,1.5,994,27,D,1990
3,BOB,15-08-1990 00:00,0,1.5,993,27,D,1990
3,BOB,15-08-1990 00:00,600,1.5,995,27,D,1990
3,BOB,15-08-1990 00:00,1200,1.5,995,27,D,1990
3,BOB,15-08-1990 00:00,1800,1.5,995,27,D,1990
3,BOB,16-08-1990 00:00,0,1.5,995,27,D,1990
3,BOB,16-08-1990 00:00,600,1.5,996,27,D,1990
3,BOB,16-08-1990 00:00,1200,1.5,995,27,D,1990
3,BOB,16-08-1990 00:00,1800,1.5,997,27,D,1990
3,BOB,17-08-1990 00:00,0,1.5,997,27,D,1990
3,BOB,17-08-1990 00:00,600,1.5,997,27,D,1990
3,BOB,17-08-1990 00:00,600,1.5,997,27,D,1990
3,BOB,17-08-1990 00:00,600,1.5,997,27,D,1990
4,BOB,20-08-1990 00:00,600,1.5,996,27,D,1990
4,BOB,20-08-1990 00:00,1200,1.5,995,27,D,1990
4,BOB,20-08-1990 00:00,1800,1.5,995,27,D,1990
4,BOB,21-08-1990 00:00,0,1.5,991,27,D,1990
4,BOB,21-08-1990 00:00,600,1.5,986,27,D,1990
4,BOB,21-08-1990 00:00,1200,1.5,991,27,D,1990
4,BOB,21-08-1990 00:00,1800,1.5,996,27,D,1990
4,BOB,22-08-1990 00:00,0,1.5,994,27,D,1990
4,BOB,22-08-1990 00:00,600,1.5,996,27,D,1990
4,BOB,22-08-1990 00:00,1200,1.5,994,27,D,1990
4,BOB,22-08-1990 00:00,1800,1.5,995,27,D,1990
4,BOB,23-08-1990 00:00,0,1.5,995,27,D,1990
4,BOB,23-08-1990 00:00,600,1.5,996,27,D,1990
4,BOB,23-08-1990 00:00,1200,1.5,994,27,D,1990
4,BOB,23-08-1990 00:00,1800,1.5,996,27,D,1990
4,BOB,24-08-1990 00:00,0,1.5,997,27,D,1990
4,BOB,24-08-1990 00:00,600,1.5,997,27,D,1990
4,BOB,24-08-1990 00:00,1200,1.5,994,27,D,1990
4,BOB,24-08-1990 00:00,1200,1.5,994,27,D,1990
4,BOB,24-08-1990 00:00,1200,1.5,994,27,D,1990
5,BOB,03-09-1990 00:00,600,1.5,995,27,D,1990
5,BOB,03-09-1990 00:00,1200,1.5,995,27,D,1990
5,BOB,03-09-1990 00:00,1800,1.5,996,27,D,1990
5,BOB,04-09-1990 00:00,0,1.5,995,27,D,1990
5,BOB,04-09-1990 00:00,600,1.5,996,27,D,1990
5,BOB,04-09-1990 00:00,1200,1.5,995,27,D,1990
5,BOB,04-09-1990 00:00,1800,1.5,997,27,D,1990
5,BOB,04-09-1990 00:00,1800,1.5,997,27,D,1990
5,BOB,04-09-1990 00:00,1800,1.5,997,27,D,1990
6,BOB,06-10-1990 00:00,1800,1.5,1002,27,D,1990
6,BOB,07-10-1990 00:00,0,2,1000,33,DD,1990
6,BOB,07-10-1990 00:00,600,2,1000,33,DD,1990
6,BOB,07-10-1990 00:00,1200,1.5,998,27,D,1990
6,BOB,07-10-1990 00:00,1800,1.5,999,27,D,1990
6,BOB,08-10-1990 00:00,0,1.5,999,27,D,1990
6,BOB,08-10-1990 00:00,600,1.5,1000,27,D,1990
6,BOB,08-10-1990 00:00,1200,1.5,999,27,D,1990
6,BOB,08-10-1990 00:00,1200,1.5,999,27,D,1990
6,BOB,08-10-1990 00:00,1200,1.5,999,27,D,1990
6,BOB,08-10-1990 00:00,1200,1.5,999,27,D,1990
7,BOB,31-10-1990 00:00,1200,1.5,1004,27,D,1990
7,BOB,31-10-1990 00:00,1800,1.5,1004,27,D,1990
7,BOB,01-11-1990 00:00,0,1.5,1003,27,D,1990
7,BOB,01-11-1990 00:00,600,1.5,1003,27,D,1990
7,BOB,01-11-1990 00:00,1200,1.5,1002,27,D,1990
7,BOB,01-11-1990 00:00,1800,2,1001,33,DD,1990
7,BOB,02-11-1990 00:00,0,2,1001,33,DD,1990
7,BOB,02-11-1990 00:00,600,2,1001,33,DD,1990
7,BOB,02-11-1990 00:00,1200,2,1002,33,DD,1990
7,BOB,02-11-1990 00:00,1800,2,1003,33,DD,1990
7,BOB,03-11-1990 00:00,0,2,1001,33,DD,1990
7,BOB,03-11-1990 00:00,600,2,1001,33,DD,1990
7,BOB,03-11-1990 00:00,1200,1.5,1001,27,D,1990
7,BOB,03-11-1990 00:00,1800,1.5,1001,27,D,1990
7,BOB,04-11-1990 00:00,0,1.5,1001,27,D,1990
7,BOB,04-11-1990 00:00,600,1.5,1003,27,D,1990
7,BOB,04-11-1990 00:00,600,1.5,1003,27,D,1990
8,BOB,14-11-1990 00:00,0,1.5,1010,27,D,1990
